text,uuid,sentiment_class
problemsiz bir alışveriş oldu.Söylenen günde geldi.Memnunum.,b10a0afd-fbbf-4170-a25e-1a8ec3d8da62,2
"Ürün pek tahmin ettiğim kıvamda değil.. Yazma okuma hızı açısından
kategoride göründüğü gibi pek değil.. Ayrıca çalışırken oldukça fazla
ısınıyor.. 2 yıl içinde problemini gösterirmi bilmiyorum..  Birde metal
falan dendiğine bakılmasın oldukça narin yapılı..",9321ca66-332e-46fe-9591-85dda864099f,0
Ürün zamanında geldi. Kargoda bir sıkıntı yaşamadık. Fakat çalışırken arkadan bir ses geliyor. Sebebini anlayamadık. Makine titremesi de fazla üzerindeki deterjanlar yerlere düşüyor. Devir sebebiyle olabilir. Onun dışında kullanışlı bir ürün.,ad508bca-57eb-45a1-9e38-f8ac3555bb98,2
"Ürün görsel açıdan başarılı, ancak çağrı ve mesaj bildirimleri yeterli değil. Ürün tanıtımında özellikle ""mesaj ve mailleri telefonunuza bakmadan görebilirsiniz"" diyor ama böyle bir özelliği göremedim. Sadece gelen çağrıları titreşim ve bir sembolle bildiriyor, arayan numara ve ismi göstermiyor. Daha ucuz ürünlerde bile bu özellikler mevcut. Bir de, başka kullanıcıların belirttiği gibi, ekran ışığı çok az.",82c2be99-669d-4cd6-85d4-a2a449cd47d2,0
"Fena değil. Taşınabilir sürümün kasalı hali. Yazılım gelip duruyor ama
180'de bıraktım ben, deneme sürümleri tam randımanlı  olmuyor. Günlük yetiyor.",8a660057-af3f-4c54-9e4e-18d0af1ffc0c,2
ürün 1 gün içinde aydına geldi çift taraflı yazdırma özelliği bir harika kablo ve USB bedava geldi fakat evde internet varsa kabloyu hiç gerek yok Wifi üzerinden akıllı telefonla yazdırma gerçekten muhteşem kartuslari orjinal internetten nasıl soracağını çok kolay öğrenebilirsiniz dolumu çok basit orjinalden sayın derim Canon ve hepsi burada birleşince harikalar yatıyorlar teşekkürler hepsiburada...,f858dd3d-f644-4fc0-bb09-925a2cfb9e68,2
Olumlu yönleri: Çok kalite beklemeyin ama işinizi görür. Fiyat/Performans ürünü velhasıl.,3364755f-f03b-42c0-b8e1-b010080338b7,2
Ürün güzel ama kalitesiz,93bff28a-655c-4bfe-8e60-03487cdf79f9,2
teşekkürler,22afdfd9-be0d-4f5d-8da4-a8b85487b1bc,2
Gok guzeldir ama tek sorunu fazla ısınıyor,ea579900-f5d3-4cb2-8666-8d03dfa1a42b,2
Ürün fena değil. Çok fazla özelliği yok ama iş görüyor,cc1282af-b3a3-480d-b65b-d84fd3ed1dee,2
Ürünü satıl aldım. Beklediğim gibi gelmedi bütünüyle plastik dışı. Bu nedenle geri iade ediyorum,8cf5db44-8d3b-4591-9027-c22d47105dc9,0
Ben sualtinda kullanmak icin aldim.kameranin ekran kalitesi dusuk oldugundan video/resimler kotu gibi gozukmekte fakat pc aktarinca goruntu kalitesi kotu degildir.Yanindaki aksiyonlarida sayarsak fiyatina gore makul bir urun.,63357ab8-201a-42a9-b5e0-af95219b04f2,2
"Capslock ışığı çok küçük gözükmüyor desem yeridir,enter tuşu normalden
küçük alışılabilir.",6b5f4e64-f67b-4484-9206-53b4133b0059,0
ürünü indirimdeyken aldım eski rimelimi de çok severek kullanıyorum bunu denemek için aldım memnun kaldım gerçekten kıvırıyor ve kolay kolay da akmıyor bu arada kargom hemen geldi teşekkürler,2e2191a2-120b-48fd-85c5-da99764eab4b,2
"makyaj temizleyici olmadığı için ürünü bu özelliğine göre degerlendirmeyecegim.
Sevim benim cildime çok daha iyi gelmişti. hafif bir temizleyici isteyen, yağlı olmayan cilde sahip olanlar için uygun olduğunu düşünüyorum. 
ayrıca kargo çok hızlıydı, teşekkürler bunun için :)",78ac86e9-093d-44a8-b2ed-d386e34ca48d,2
Fiyatına göre çok tatmin edici değil,d04fe912-2181-4781-8537-aff302c36e39,0
Buharli sogutucu ancak sadece buhar var. sogutmuyor yani anlayacaginiz. Nirmal bi vantilatorden pek bi farki yok,05ce484f-dbf5-4e6c-b482-7d981d1d40a1,0
kasa ve anten plastik malzeme kalitesi düşük.cihazı wifi yayım kuvveti fena değil.yaz mevsiminde ısısına dikkat edilmeli.,d5fd6d5c-a646-4f44-81e3-04a3f2b3ccb3,0
Olumlu yönleri: ürün ambalajlımı,ad071b7a-4077-4ef7-9918-e50e2f99f555,2
Olumsuz yönleri: İstediğim gibi meyveleri parçalamıyor,dd6cc4ae-c29a-4de9-bb60-5e62cefed231,0
"Ürün güzel ama sadece windows 10 da çalışıyor.Win 7 de çalışmıyor.HDMI girişi yok bu da eksi yönü.Diğer üst modelerinde var sanırım HDMI girişi.Küçük ve sağlam oluşu, kasa içine sığması için avantaj.",caf51da9-0cc2-41dc-9222-c90fe653b12c,2
pazar aksami siparis verdim carsamba geldi bas kalitesi sesi cok iyi tam bi fiyat performans urunu tavsiye ederim,c40fced4-6ac5-480e-8ac9-0b8fc5210deb,2
Fazla gurultulu ve cok iyi parcalamiyor,9f0a587d-71c3-4014-89e4-f6a4d3fbffa7,0
Fiyatına göre ideal fakat meyvesi fazla olduğunda çabucak ısınıyor duman çıkınca ve yanık kokusu gelince kapattım 🙄,be3827b8-586c-4adb-b7df-43037c3138a1,0
ürünle gelen kısa şarj kablosu sorunluydu. kapalı paket ve orjinal geldi..,d8a19e44-9948-40fc-8693-823f19cb807e,0
"super makina, guzel çalişiyo, hemde kargo kapiya kadar getirdi bi içinde, memnun kaldim...",7b5136c3-a070-4f21-abf9-f887b08775c3,2
Uzun zamandan beri uydudan yaxılım güncellemesi yapmıyorsunuz.. next 18500 uydu alıcımın perfonmandı düştü ...güncelleme bekliyoruz.Hasan Hüseyin Ayhan   Afyon,30dd6085-63cb-46a8-87b0-a167b00f9bfa,0
"Olumlu yönleri: ürün malzemesi zayıf

Olumsuz yönleri: parasına göre idare eder",36e107a9-8ce3-4566-9ec9-c804c66863ef,0
Saglam görünüyor ama Standart klavyede yazanlar için bayağı farklı. Alışamadım.,c94d6037-0605-406e-bbb8-56e76fb985d3,0
alışveriş yapılabilir.,7c4f87da-9a29-420c-9274-2133a4b93562,2
Sıfır numara yok dik tutarak faullerimi düzeltmek istedim uçlarını kesmedi saç olarak denemedim ama sıfır numara kesmemesi canımı sıktı :)),753a7ceb-ae91-45a6-8e70-696eef00e013,0
"ürünü hemen denedim çok kaliteli olacağını beklemiyordum zaten ama en
önemli ve eksik olan güvenliği rezistan ve koruma ızgara arasındaki
mesafe çok az allah göstermesin küçük çocuklar direk parmağını rezistans
ile irtibata geçirir yine de iş görür tşkler",844219d3-1aeb-43dc-bf66-6df884b15342,2
Ürün kullanışlı fakat 4 kez kablosu çıktı yaptırdım temizlemek için aparatlarini çıkardım kaç kez takmaya çalıştım her seferinde kilit yerinden 2 ye ayrıldı şu  an çöpe atilmayi bekliyor,a200451d-d69d-47f2-a8d9-a7ee03fad6c6,0
Ürünün kenarı inda minikte olsa bir hasar var görmeden almamak gerekiyor sanırm pişirmesi güzel kek yaptım denemek için geç pişti sanki ama kabardı güzel yani,01a58c4e-de9c-4ca4-a2c5-d4d7cdbd7d28,2
Fiyatı biraz daha uygun olabilirdi,2bbeb4c2-4c68-4311-967d-aecca54d1b0c,0
Ürün fiyatına göre idare eder. Çok kaliteli değil ve çok yer kaplıyor. Tostluk kısmı çok ince.,a308a313-2dbc-4376-8318-12fba6102e27,0
Güzel ürün hizli kargo tesekürler,9b892650-09e3-468e-ae51-5b2a28b425d7,2
SupershopTR çok muntazam ve düzgün ambalajda hızlı gönderdi kırmızı istemiştim siyah geldi  sorun yapmadım ancak ürün yeterli ısıtmıyor 5 kademe var 5. kademede 1 lt suyu 20 dk da kaynatıyor 1. kademede neredeyse hiç ısıtmıyor ürün kalitesiz tavsiye etmem,0fe89918-b06e-4ddb-aa88-9d462402f266,0
"klavye ve kaliteli sorun yok sma yazı yazmak çıkıtılı yapı nedeniyle
rahat değil, fareside kaliteli ama pratik değil avuç içi boş kalıyor ve
rahatsız ediyor.",6128eca6-f4fd-425e-81ed-67833321742f,0
ilk kek kabarmadi diger denemelerde ins guzel olur deneyip bilgi verecegim,d69d70b7-5955-48dc-9079-669f63b1147f,0
"Ürünü 6 yıldır kullanıyorum. 
Olumlu yönleri; çekiş gücü çok iyi, malzemesi sağlam kolay kolay kırılacak gibi değil, dışarıya toz vermiyor,
Olumsuz yönleri; sesi bir kaç yıl sonra yükseliyor, hazneyi boşaltıp içini temizlemek oldukça zahmetli ve pis bir iş, gövdesi biraz büyük ve ağır 
Genel olarak; fiyatı uygun olsun iyi süpursun toz çıkarmasın,  sesine ve haznesini temizlemeye katlanırım diyorsanız alabilirsiniz. Ben şimdi bir süpürge alacak olsam toz torbalı daha pahalı bir ürün tercih ederdim.",ddd8cc3b-3483-4837-907c-589d506a7427,2
Merhabalar 2004 senesinden bu yana kullandıgım linksys wireless bir modemim vardı. Artık emekli oldu yerine tekrar linksys marka ve uygun fiyatla burdan tercih ediyorum. Süper hızlı gönderi olmasıda cabası.,d6a0dfc7-f968-42f7-b2e1-d70c38f5b8df,2
ürün 180 motor gücü değil 95 motor gücü 3 kademe yoktur 2 kademesi vardır başka bir sorun yoktur bunun dışında alacak olanlar bile alsınlar,fb094d5c-a5f8-417c-be81-5efe07a24e95,2
Cok iyi paketleme,f600960d-7b72-4641-8231-bbde65c8825b,2
Evet güzel zaten hep aynı markayı kullanıyoruz. Bildiğimiz bir ürün şaşırtmadı,91f60ac8-3472-4322-8d7f-1b0c03d4b5a5,2
bassları gerçekten abartı olmuş arada sırada titreme yapabiliyor çünkü. tizleri de duymak için iyice sesi açtığım zaman özellikle bass kendisini kaybediyor. frekans aralığı bence biraz daha düşük tutulabilirdi ekoleyzır ile ince ayar yapmak gerekiyor bu yüzden. alacakların dikkat etmesi gerekiyor bu yüzden.,fc62c65d-3909-4641-ab74-65b22581cc94,0
"ÜRÜNÜ FARKLI BİR TEKNOLOJİ MAĞZASINDAN ALDIM. 3 AY İÇİNDE ŞARJ OLMAMA SORUNU BAŞLADI ÇÜNKÜ YUVASINA BİR TÜRLÜ OTURMUYOR, 3-5 KERE TAK ÇIKAR YAPA YAPA ŞARJ IŞIĞINI YAKABİLİYORUZ. BEN UYGUN FİYATA İNDİRİMLİ OLARAK ALMIŞTIM. AMA ÖNERİRMİSİNİZ DİYE SORARSANIZ ÇEKİM KUVVET İÇİN GÜNDELİKTE YETERLİ, AMA BEN BİDAHA BU MARKANIN ÜRÜNÜNÜ ALMAM!",b5072a89-886c-42e3-9ab5-af701c624867,0
Ürün elime gerektiğinden daha uzun sürede geldi. Ürün ambalajlı ve güzel kargolanmıştı. Ürünün içinde gerekli kablilar yoktu. Bunun yanı sıra ürün gerçekten kaliteli. Dosya aktarma hızım 4 katına çıktı. Teşekkürler...,2ea7206f-18be-41cd-8890-57272383ddc6,2
Gerçekten çok sesli. 1 dakika sussa 15 dakka durmadan ses çıkarıyo. Kapağını iyice kapattığınıza emin olmanız gerekiyor. Hacim olarak fena değil.,873e09b6-12ed-4e3d-a86e-0ff0fb2b8a5a,0
evet ürün güzel sorun yok,b2f465a3-99c9-4a2c-a17d-5ea72328e2b6,2
DVD oynatıcı yok ama özellikle rde olduğu söyleniyor bilginize. Onun disinda fiyatına göre bı ürün çok beklentiye girmeyn,fc7e031b-8ca4-49bf-a5c1-9b5837062ac2,2
"Telefon genel olarak güzel. Fiyat performans ürünü.

Eksileri; 
-Kutuda kulaklik çıkmadı. 🤬
-Deri desenden dolayı Arkadaki logo ve yazilar kolay  silinir.
-Ben siyah renk aldim, kamera çercevesi altın sarısı, ben orasida siyah sanıp almistim, sari kamera cercevesi   çok sırıtıyor. Buna dikkat edin.
- Kameralar fiyatina gore eh işte, fazla bir şey beklemeyin.
- Son olarqk Damla Çentik biraz kalın gibi geldi bana.

Artıları
-Ekran kalitesi güzel.
-Fiyat  gayet uygun.
-Telefonun ustunde ekran koruyucu ile geldi. 🤗
- 3 günde hızlı ve özenli teslimat.(kargo poseti, baloncuklu poset, kahverengi  firma kutusu, telefon kutusu)
-Hızı iyi.
-Ses seviyesi beklentimin ustunde idi. Sesi yuksek.",438b7bd6-9d72-4141-a973-3f7ddd891d50,0
Olumlu yönleri: bu paraya alınabilecek en makul süpürge,da499ee8-22f4-42d3-a97e-865aede67bab,2
ilk versiyona göre daha kötü geldi bana ama fena değil.yan tuşu kaldırmışlar pek hoş olmamış.,9fd881c8-a90b-4ed7-9e83-88d51ccb6b9d,0
"11300 yazıyor.note 8'im.3300 bataryası.2,5 kere şarj etti.3 kere rahat şarj etmesi gerekirdi.",ec02e0a8-3de1-4f54-ab40-0872964d34eb,0
Her anlamda memnunuz özellikle sessiz çalışması ve hızlı ısıtması çok iyi,915a4ed7-ed92-49e6-b422-e2d39e0f2b51,2
"Arkadaşlar 2 adet aldım, ancak ses kalitesi çok kötü Bas olarak Apple kulaklıkların 4 te 1 i etmez. Bas nerdeyse hiç yok. Çinli ucuz kulaklıklarda ki gibi bir sesi var.",64904c37-7b9e-49d6-bc67-b228c7327c87,0
SESSİZ KESMESİ ÇOK İYİ ANCAK PLASTİK BAŞLIKLARI TAKILDIĞINDA KILLARI SIKIŞTIRIP ÇEKİYOR,f9bc770a-e584-42de-abfd-25b8933a4ae1,0
ürün güzel ama ben cildimden 1 ton koyusunu alarak hata yaptım normalde ten renginden 1 ton açık olması lazım ama fena durmadı bronzlaşmışım gibi oldu  alacak olanlar ton rengini iyi seçsinler..,ecfe6ebf-1c62-4f01-bb20-447665d5f959,2
"Ürünü sipariş verdikten hemen sonra kadroya verildi 24 saat geçmeden
eline ulaştı iki kez kek yaptım ilkini 175 derecede pisirdim hızla pisti
kabardı ve geri söndü ikinci yapisimda 150 derecede pisirdim bu kez
kabardı geri sonmedi ama iki pisirmemde de ortamdaki camlı kısım
pişiriyor orası pisine kadar bekliyorum bu sefer diğer taraflar yanıyor
nasıl kullanmama bilemedim",4dc5d339-fc56-4f48-aa61-56541fa10f62,2
Arzum marka fritöz diğer fritözlerden farkını hissettiriyor...,13800415-1611-42c9-a2cc-13af076b6cc0,2
"Ürünün renk seçenekleri neden yok anlamadım. Kırmızı,siyah, beyez renkleri olduğu görülüyor ancak seçim yapma şansınız yok. Bana siyah geldi. Ürünün taıldığı istasyonu şarj ünitesi gibi değil. Yerleştirdikten sonra kablo ucunu cihaza kendiniz takmanız gerekiyor. Ürün TÜRK malı. Çekim gücü iyi, pratik. Ancak yukarıdaki iki husus olmasa çok daha iyi olabilirdi.",638cff7e-d724-48c2-a748-1ec6f412f1ff,2
ürün hızlı elime ulaştı ama yazma hızı çok yavaş!!,20d2157c-6101-463a-aec9-48256c70e5ef,0
"siparişimde stand gelmedi, hem resimlerde hem de açıklamalarda olmasına karşın paket içeriği eksikti. siteye mesajla bildirdim ancak herhangi bir yanıt verilmedi.",713df17e-9913-4c53-8d06-3e235f1a11ba,0
Zamaninda kargo.. Ürün zaten samsung monitör.,43100303-b423-4a68-aef1-24f253111e35,2
"Ben bu aletle boyalı malzeme kırpmayı düşünmüştüm ama olmadı. Bıçakları da yeterince keskin değil ve gücü düşük. 
Ama mutfak işleri için ideal olabilir.",cec1ac29-c496-4ac4-805d-ed882d1316a6,0
2017 Üretimi Ssd Gönderildi.Urun hızı ve performansı Oldukca iyi.Kargo Hızlı,11a75c10-7860-46e4-8884-498d1031d666,2
neden oluyor biomiyorum ama bu usb bellegi kullandigimda akilli tahtadaki diger usb cikisini kullanamiyorum. diger usblerde her ikisi rahatlikla kullanilirken bunu taktigim zaman sadece biri kullanilabiliyor.bu yuzden once bundan bilgisayara sonra diger usblere tasiyorum paylasmak istedigim dosyalari..,6192fbb5-b9ac-4cc9-8c4a-70457ad30532,0
urun güzel ama sevkiyat tedarik aşaması çok kötü 11 kasımda sipariş verdim bugün elime geçti 15 gün sonra,e07d97a0-d888-49b0-9b98-f66fbe060202,0
"Ekmek isitiyorum,yemek isitiyorum çıkınca buz gibi oluyo 5 dk
da.ekmekler kuruyor.buz çözdüreyim dedim sıcak suya salsam ondan hızlı
çözülürdü yemeğin buzu.henüz hiçbir işe yaramadığı için iyi bi yorum
yapamiyorum malesef.",099f3df7-cb39-42ef-943e-447d088cbfed,0
Ürün 3 gün içerisinde elime ulaştı mause tam istediğim gibi yumuşacık ve çok sessiz ama klavye çok sert ve gürültülü.,2504b9fb-70dc-44a9-9e6c-a66013496c1a,2
"3 kademe falan yok tek kademe her kademed ayni calisiyor  dugmelere
basarken dugmeler saga sola hareket ediyor gorunusu iyi hasarsiz geldi
ben zaten sus icin almistim calismasi cokta umurumda degil",cf55ece9-c711-4869-bb40-663a8eb8a2df,2
Olumlu yönleri: Arkadaşlar bu üründe taksit seçeneği var mi,d9cb128f-01d2-4208-837d-46e2461b8986,2
RESİMDE GÖRÜLDÜĞÜ GİBİ,7dc9fce9-4563-4931-a1c8-709635c0b8df,2
"Olumlu yönleri: Sorunsuz sıkıntısız geldi çalışıyor hiçbir problemi yok

Olumsuz yönleri: Alt tabanı yok direk fişe takıyorsunuz bu yüzden kullanımı kısıtlı geliyor.",3257c24e-f13b-4c77-9cf8-d1a185edd7b5,2
"Camera mükemmel , titreme ayarı otomatik yapıyor, tek üzüldüğüm harici mikrofon girişi yok, banada bu lazım reportaçlar için yoksa makineyi tevsiye ederim",9881b09e-2bdc-4abe-9ef7-2dec6ed7992c,2
WiFi var denmesine rağmen çekmiyor,29e8438a-5356-4f1f-8a3c-cba0fbc57bb9,0
"Alırken bu modemle Asus (modeli hatırlamıyorum) arasında kalmıştım. Ethernet portu 4 adet olduğu için TP-Link modemi tercih ettimiştim, fakat wifide 8-10 metrede bile büyük sinyal kaybı var. Hatta hiç çekmiyor. Memnun kalmadım. Aldığımda günlerde kullanma imkanım olsaydı iade ederdim.",49579cab-d43b-4be2-949a-7f9b942f623b,0
"işlemci hızı düşük fiyatına göre normal tabiki ama daha yüksek bir hızda işlemci,almanızı tabivsiye ederim",661376a4-f631-4c19-a0dc-6399df9f6d46,0
fiyatı güzel paketleme kötü,09929b05-2fd2-42c8-b16e-aaad3b51d2e0,0
"Hatalı ürün gönderdiler, bu kötü ama sonrasında 0 sorunla kısa bir
sürede değişimini tamamladılar. Hatadır, olur diyelim.",b220969b-a014-4e6d-b9a9-d27204123f2c,0
Ürün orjinal değil bunu bilerek alın ama ses güzel,da66f471-f7d0-483e-9e35-6b50b7988304,2
Ürün beklentilerimi karşıladı buhar püskürtmesi oldukça güçlü su damlatmama özelliği gerçekten çok güzel kesinlikle alınabilir,424e3024-4e5f-4105-9f14-d75b90a1884a,2
Çekim gücü gerçekten de zayıfmış. Yine de iş görür ama çok içime sindiğini söyleyemem.,185d9e9b-cabb-4133-9108-029ad7543271,0
"ürün denildiği gibi herşeyi geldi ama turbo 3.46 GHZ gosterirken 3.20
GHZ geldi güzel kazık ups kargoda iş saatleri cumartesi günü çalışması
gerekirken kapalıydı 2 gün daha aksadı",9937c5a6-4277-47dc-9d6e-98033fb569f6,0
Cok kaliteli istediginiz herşeyi kısa sürede yapıyor,6fd27e50-45e8-4a51-9bd9-ead18d44721a,2
"Yaklaşık bir aydır kullanıyorum. çöp şiş, balık ve pirzola yaptım, doğruyu söylemek gerekirse beğendim. Arkadaşlarım da çok beğendiler. çift taraflı kullanım sağlaması, kısa zamanda ısınması, parçalarının rahatlıkla makinede yıkanması artıları, tek olumsuz bulduğum ise kokusunun ve dumanının olması ev içinde değilde balkonda yaparsanız daha iyi olur.",dac9b9df-eaa4-489d-a5f2-33edbca3c5f3,2
"Cihaz cok yavas ama bu fiyata baska olmaz sikinti yok diyenler alabilir
kargo paketleme gayet iyi ve hizli",7d40cb34-3a85-46a1-8d2e-847a1aa08480,0
öncelikle iade etmeyi düşündüm ancak kutusunu attıgımıda için iade girisiminde bile bulunmadım. su tankı yok. suyu kahveyı şekeri siz koyuyorsunuz iyice karıstırıyorsunuz ocaga koyacagınıza oraya koyuyorsunuz sadece ısıtıyor. max cizgisini gecmediği halde tasıyor. bence almayın. kahvenız ıyıyse tadı zaten iyi oluyor.,1efd45ab-f2f6-4b6e-9348-4aa75a3a0bba,0
Güzel resimdekiyle aynı fakat ürün içinden karbon filitresi çıkmıyor davlumbaz niyetiyle kullanıcaklara duyurulur. Kimi yorumlarda uzaktan kumanda demişler bende böyle birşey çıkmadı.,316ba2ab-81f4-4f12-bf45-ebda965b9681,0
ön kamerada geniş açı modu çalışmıyor bilgisi olan var mı,2b9e8f61-a4de-47c3-9506-1bf31b60876e,0
"Vaadlerin aksine kokulu, dumanlı ve her şeyi yapıştırıyor. Teflon
kaplama çok dandik. Ama çok yani, hassas davranmamıza rağmen daha ilk
pişirmelerden soyulmaya başladı. Pişirmeye gelince tavukları fazla ince
yapmadığımız sürece içi doğru düzgün pişmiyor. Tek iyi tarafı geniş
pişirme yüzeyi. Onun da orta kısımları hariç az ısınıyor. Kısacası
tavsiye etmiyorum.",61d69a52-f3ca-4104-9406-bc7c505b8ba3,0
Ürün tam zamanında geldi. Teşekkürler...,3dfe5af2-6423-4c5f-9aa5-4b01613352cc,2
Ürünü aldıktan sonra bir kere kullandım. Buz kırarken beşinci saniyede (bir saniye çalıştır üç saniye durdur şeklinde çalıştırdım) motor sesi değişti. Sanki bıçağı dönmüyor gibiydi. Biraz dinlendirdim ve sonra normale döndü fakat ikinci kullanımda ne olur bilemiyorum. Diğer işlevlerini kullandıktan sonra yoruma ekleme yaparım.,1a17f608-b4c1-47ed-9eb3-42c5f35a5021,0
kargo hızlı;servis yavaş 3 güne randevu veriyorlar.kurulmadı ama ızgaralar döküme benzemiyor ince gibi.,06e87ed2-84f2-4a14-aa50-afecf9476b3c,0
Sakalları kısaltmak için aldım bir önceki makinem sakal sıklaştığı için sakalı çekmelere başlamıştı bu üründe en azında çekmesi yok fiyatına göre iyi güçlü bir ürün,cb44b503-f2ec-4a09-be9e-be082c767948,2
amazzon.com'a teşekkür ederim.Ilk defa alış veriş yaptım ve bu kadar hızlı gönderim hiç bir sitede görmedim.M31 telefon ile ilgili biraz yavaş buldum.kopyalama panosu malesef bunda yok.şarjı çok yavaş doluyor... video izlerken ekran tam olmuyor...Eski telefonum C9 pro idi...bir çok yönden eski telefonumu arar oldum...Samsung firmasına yakışmıyor...,ddea419e-f85d-4e60-ac7d-3334e7af1a8e,2
Buhar verme konusunda biraz yetersiz. Ama fiyatına göre iyi Bi ürün 😊,11b913f6-5788-49f5-86e5-5a22005c0d60,0
Buhar gucu araliksiz kullanilamiyor. Cok hafif kullanimi gerkcekten rahat fakat buhar gucu yetersiz.,a92344f7-2904-4986-ab17-c1ce5c5a9668,0
hiçbir sıkıntısı yok çok güzel ama çok küçük normal bir flash ın yarısı kadar,4c46bd53-23c8-4bbf-8142-3ddebfd37b0f,2
repeater olarak kullanıyorum modemin yarı hızında veriyor. hız testinde modemim  48 Mbps kadar çıkıyor. wrt302 ise 24 Mbps de kalıyor daha fazla çıkmıyor. halbuki kutusunda ve kılavuzunda 300 Mbps diyor.,f66985b8-ed37-4214-8b38-64a2a321bc57,0
note 4 telefonumu 10 dakikada %2 şarj ediyor 200dk da yüzde 100 3 saatten fazla.,84eaf3c0-e91e-454b-9a1f-5f03a44bf230,0
Ürün kaliteli fakat kablosu kısa ve ısıtıcı kısmın ağırlıktan aşağı eğiliyor.,102b4c14-3c50-4bb0-81a6-b1b2835a1249,0
kapak tam olarak kapanmıyor. onun dışında güzel görünüyor. henüz kullanmadım.,9c78cf49-7fe4-4bce-bc1b-9d14af367dde,0
Ürünü başka satıcıdan aldım ürün gayet güzel plastikleri eriyor filan deniyor fakat öyle bir şey yok zaten metal plastik değil  ilk açılışta biraz duman çıkıyor zaten kullanma kılavuzunda belitmişler yalnız ben bir uyarıda bulunacağım  metal kasanın kenarları jilet gibi kesiyor ona dikkat edin ben yaralandım kenarları bir şekilde köreltmeniz lazım,4b6a0185-b288-4036-937d-bfff6f867764,0
"Ben singer  promise modelini aldım ama singer start modeli geldi iade
ile uğraşmak istemedim ama bu modeli isteseydim 20 lira daha ucuza alabilirdim",059c6fa3-f373-4502-8741-745be3e31154,0
5g çekim gücü az,ea4301ea-8dd1-459c-8240-a76f5c51e0f9,0
